age,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
19.0,0,0.0,2.0,2,0.0,2.0,11.78,738.4,36685.59,13,649,1.0,1.0,0.0,1.0,0,5
55.0,2,4.0,0.0,0,1.0,1.0,3.0,60.56,31625.03,16,336,1.0,0.0,1.0,3.0,0,3
31.0,1,5.0,2.0,0,1.0,0.0,12.0,32.16,22591.41,9,737,1.0,0.0,1.0,3.0,2,3
61.0,2,2.0,2.0,1,1.0,0.0,19.0,559.32,45100.79,29,630,0.0,1.0,0.0,1.0,7,5
31.0,0,2.0,1.0,0,3.0,0.0,17.0,97.11,6567.11,8,653,0.0,1.0,1.0,3.0,3,4
58.0,0,2.0,0.0,0,2.0,1.0,8.0,30.54,17005.92,15,513,0.0,1.0,1.0,3.0,3,5
16.0,1,1.0,2.0,1,1.0,2.0,6.0,166.58,22781.23,45,700,0.0,1.0,1.0,2.0,2,4
53.0,0,5.0,2.0,2,1.0,0.0,10.0,93.98,5326.89,18,726,1.0,0.0,1.0,2.0,1,3
45.0,0,2.0,0.0,2,2.0,0.0,9.0,123.12,35212.7,23,657,1.0,0.0,0.0,1.0,2,4
39.0,1,4.0,2.0,0,1.0,1.0,15.0,331.54,49172.24,21,735,1.0,0.0,0.0,1.0,7,3
51.0,2,5.0,0.0,0,2.0,2.0,19.0,31.96,45695.71,11,723,1.0,0.0,1.0,0.0,3,3
48.0,2,0.0,0.0,2,3.0,2.0,4.0,79.88,15008.81,8,614,0.0,1.0,1.0,2.0,7,3
26.0,1,3.0,0.0,1,1.0,2.0,2.0,419.0,4978.8,16,1302,1.0,0.0,1.0,3.0,7,3
32.0,1,3.0,2.0,2,2.0,2.0,5.0,505.57,95711.52,14,783,0.0,1.0,1.0,3.0,5,2
56.0,0,1.0,0.0,0,2.0,0.0,13.0,58.88,37076.42,20,656,0.0,1.0,1.0,3.0,7,4
51.0,2,2.0,1.0,1,3.0,0.0,18.0,44.96,37224.58,18,410,0.0,1.0,1.0,0.0,7,4
17.0,0,0.0,2.0,0,3.0,1.0,14.0,179.87,47867.75,6,654,0.0,1.0,0.0,1.0,0,4
48.0,0,4.0,0.0,1,1.0,0.0,17.0,181.1,23363.21,26,726,0.0,1.0,0.0,1.0,7,3
63.0,0,0.0,1.0,1,3.0,1.0,10.0,764.9,16012.5,14,221,0.0,1.0,0.0,1.0,2,5
15.0,0,4.0,0.0,1,3.0,0.0,1.0,344.21,97633.17,9,751,1.0,0.0,1.0,2.0,8,2
19.0,3,0.0,2.0,0,2.0,1.0,17.0,32.97,35628.7,9,527,1.0,0.0,1.0,2.0,7,5
46.0,0,5.0,1.0,1,1.0,1.0,24.0,71.29,49891.75,12,608,0.0,1.0,0.0,1.0,7,4
11.0,0,0.0,0.0,2,1.0,2.0,14.0,334.34,18320.2,12,665,1.0,0.0,0.0,1.0,7,4
34.0,1,5.0,2.0,0,2.0,0.0,15.0,37.38,2640.12,16,780,1.0,0.0,1.0,0.0,3,3
63.0,1,4.0,0.0,0,2.0,2.0,13.0,203.2,29571.6,12,812,1.0,0.0,0.0,1.0,4,1
13.0,3,4.0,0.0,2,2.0,1.0,26.0,1270.39,48240.18,11,769,1.0,0.0,1.0,4.0,2,3
30.0,2,0.0,2.0,1,1.0,2.0,10.0,84.6,4405.83,18,602,1.0,0.0,1.0,0.0,7,5
59.0,3,5.0,1.0,2,1.0,0.0,10.0,34.79,29702.04,14,1044,1.0,0.0,0.0,1.0,1,3
64.0,1,4.0,0.0,2,2.0,1.0,7.0,222.32,20099.91,16,766,1.0,0.0,0.0,1.0,0,3
33.0,0,0.0,2.0,2,1.0,1.0,18.0,83.49,49669.76,23,556,1.0,0.0,1.0,0.0,2,5
52.0,1,5.0,0.0,0,2.0,2.0,9.0,274.31,12550.42,21,264,1.0,0.0,1.0,0.0,7,4
47.0,1,2.0,0.0,0,0.0,2.0,15.0,443.05,18213.49,13,559,1.0,0.0,0.0,1.0,3,5
21.0,0,2.0,2.0,2,1.0,0.0,4.0,30.84,27368.83,26,618,1.0,0.0,1.0,3.0,3,5
45.0,1,2.0,2.0,1,1.0,1.0,15.0,40.59,28031.57,8,581,1.0,0.0,1.0,2.0,3,5
31.0,1,3.0,2.0,0,0.0,1.0,14.0,503.14,36874.21,16,842,1.0,1.0,0.0,1.0,5,1
44.0,1,0.0,2.0,2,1.0,0.0,2.0,93.23,1550.85,15,562,0.0,1.0,1.0,0.0,7,5
39.0,0,5.0,2.0,0,1.0,1.0,5.0,501.05,19251.64,47,685,1.0,1.0,1.0,2.0,7,4
56.0,0,4.0,0.0,2,1.0,2.0,18.0,220.93,38930.78,28,711,1.0,0.0,0.0,1.0,7,2
12.0,0,2.0,0.0,1,2.0,1.0,16.0,135.83,12149.31,19,688,1.0,0.0,1.0,3.0,1,4
38.0,3,1.0,2.0,0,2.0,0.0,18.0,273.56,30799.53,26,640,1.0,0.0,0.0,1.0,3,4
24.0,2,1.0,0.0,2,3.0,0.0,16.0,442.6,5951.25,6,733,1.0,0.0,0.0,1.0,2,3
52.0,0,3.0,2.0,1,0.0,0.0,17.0,242.15,36980.18,15,728,0.0,1.0,0.0,1.0,2,3
22.0,2,3.0,0.0,0,2.0,2.0,14.0,75.74,5008.23,15,704,1.0,0.0,1.0,0.0,2,3
28.0,0,0.0,0.0,2,3.0,1.0,12.0,151.94,7061.2,21,637,1.0,0.0,0.0,1.0,2,5
34.0,2,5.0,1.0,2,3.0,2.0,8.0,228.68,10253.0,29,644,1.0,1.0,1.0,3.0,0,4
16.0,3,4.0,0.0,1,1.0,2.0,5.0,38.69,94146.76,17,824,1.0,0.0,1.0,2.0,8,1
31.0,3,1.0,2.0,1,3.0,1.0,19.0,214.21,35981.2,6,694,1.0,0.0,0.0,1.0,2,4
28.0,0,4.0,2.0,0,1.0,2.0,18.0,593.99,5163.73,5,727,1.0,0.0,0.0,1.0,7,3
29.0,2,0.0,0.0,0,0.0,2.0,6.0,233.06,17580.97,9,397,0.0,1.0,1.0,3.0,0,5
62.0,1,5.0,2.0,0,2.0,2.0,4.0,32.11,11698.02,16,785,1.0,0.0,0.0,1.0,3,3
50.0,1,3.0,0.0,0,1.0,1.0,22.0,58.87,38047.99,7,775,1.0,0.0,1.0,4.0,8,2
23.0,1,2.0,2.0,2,2.0,1.0,15.0,200.35,4916.72,19,642,0.0,1.0,0.0,1.0,1,5
27.0,1,1.0,2.0,0,2.0,0.0,3.0,672.77,85258.48,1,750,1.0,0.0,0.0,1.0,5,2
50.0,1,1.0,0.0,0,3.0,2.0,9.0,242.39,78502.41,17,825,0.0,1.0,0.0,1.0,6,1
45.0,0,4.0,2.0,0,2.0,1.0,4.0,530.34,77581.14,2,755,0.0,1.0,0.0,1.0,8,2
12.0,1,0.0,0.0,1,1.0,0.0,20.0,33.45,29233.84,49,567,0.0,1.0,0.0,1.0,7,5
49.0,0,1.0,1.0,1,3.0,0.0,17.0,43.95,13331.83,7,713,1.0,0.0,1.0,2.0,6,2
49.0,0,2.0,0.0,1,3.0,2.0,2.0,134.25,33794.72,6,640,1.0,0.0,1.0,0.0,3,5
40.0,1,5.0,1.0,1,3.0,0.0,20.0,177.94,36884.49,10,798,0.0,1.0,1.0,4.0,7,3
25.0,0,1.0,0.0,2,1.0,2.0,24.0,192.73,24610.08,14,664,1.0,0.0,1.0,0.0,7,4
60.0,2,1.0,2.0,1,2.0,2.0,14.0,628.73,813.82,24,757,1.0,1.0,0.0,1.0,2,3
16.0,3,0.0,2.0,2,1.0,1.0,11.0,912.13,43489.07,10,698,0.0,1.0,0.0,1.0,0,5
26.0,0,2.0,0.0,1,2.0,0.0,16.0,55.87,8275.11,7,606,0.0,1.0,0.0,1.0,7,5
30.0,0,4.0,0.0,1,1.0,0.0,16.0,46.51,9848.8,11,759,0.0,1.0,0.0,1.0,7,3
59.0,3,3.0,2.0,0,1.0,0.0,18.0,310.18,26215.04,15,748,0.0,1.0,0.0,1.0,3,3
62.0,1,5.0,1.0,1,2.0,0.0,2.0,32.24,29989.35,9,649,0.0,1.0,0.0,1.0,2,4
19.0,1,0.0,0.0,2,3.0,1.0,14.0,400.3,4978.53,20,641,1.0,0.0,1.0,4.0,3,4
60.0,1,1.0,0.0,2,3.0,0.0,8.0,79.24,15807.08,25,614,0.0,1.0,1.0,4.0,0,4
61.0,1,3.0,1.0,1,3.0,0.0,20.0,501.3,53718.86,11,721,0.0,1.0,0.0,1.0,4,2
36.0,1,2.0,0.0,1,2.0,1.0,17.0,176.89,1861.63,24,328,0.0,1.0,0.0,1.0,2,5
34.0,1,5.0,0.0,1,2.0,0.0,22.0,77.27,11946.15,24,792,1.0,0.0,1.0,4.0,2,3
62.0,1,5.0,0.0,0,3.0,0.0,7.0,256.44,7439.05,16,445,0.0,1.0,1.0,3.0,1,3
50.0,2,2.0,2.0,0,1.0,2.0,8.0,36.53,45024.22,13,1093,0.0,1.0,0.0,1.0,3,5
61.0,1,5.0,0.0,1,1.0,1.0,22.0,199.37,2022.86,7,600,0.0,1.0,0.0,1.0,1,4
40.0,3,0.0,0.0,1,3.0,1.0,20.0,128.51,21036.79,12,616,1.0,0.0,0.0,1.0,3,4
56.0,3,1.0,2.0,0,2.0,0.0,20.0,82.39,35695.37,28,700,0.0,1.0,1.0,2.0,0,4
54.0,0,0.0,0.0,1,1.0,2.0,16.0,145.23,40696.63,8,660,0.0,1.0,1.0,3.0,7,4
44.0,1,0.0,2.0,2,2.0,0.0,22.0,89.72,22874.81,17,663,1.0,0.0,1.0,3.0,1,4
27.0,1,2.0,1.0,2,1.0,2.0,4.0,240.54,12635.61,23,644,0.0,1.0,0.0,1.0,1,5
18.0,0,5.0,0.0,2,1.0,0.0,13.03,31.01,27622.48,4,748,0.0,1.0,0.0,1.0,4,2
45.0,1,0.0,2.0,2,2.0,0.0,24.0,31.76,33701.59,6,629,0.0,1.0,1.0,4.0,1,4
55.0,0,1.0,2.0,0,3.0,0.0,13.0,70.69,48868.62,52,619,0.0,1.0,1.0,4.0,0,4
61.0,1,4.0,0.0,2,2.0,2.0,22.0,126.87,21406.4,13,767,0.0,1.0,1.0,3.0,3,3
14.0,3,1.0,2.0,0,1.0,1.0,11.0,33.29,25504.22,38,657,0.0,1.0,0.0,1.0,7,4
15.0,1,0.0,0.0,2,1.0,2.0,14.0,30.06,38557.22,22,608,0.0,1.0,1.0,0.0,2,5
50.0,3,0.0,0.0,0,1.0,1.0,2.0,401.49,6572.63,23,668,1.0,0.0,1.0,4.0,0,4
50.0,0,1.0,0.0,1,2.0,1.0,7.0,34.61,2491.06,27,1060,1.0,0.0,1.0,0.0,2,4
19.0,1,0.0,0.0,1,2.0,0.0,20.0,64.06,16630.21,16,686,1.0,0.0,0.0,1.0,3,4
32.0,0,1.0,1.0,1,1.0,2.0,5.0,171.49,16027.19,24,306,0.0,1.0,1.0,0.0,0,3
31.0,0,1.0,0.0,0,2.0,2.0,7.0,1255.38,45007.25,28,761,1.0,1.0,1.0,0.0,3,3
33.0,0,1.0,2.0,0,0.0,2.0,10.0,609.12,23663.21,20,734,1.0,0.0,1.0,4.0,7,3
37.0,1,5.0,0.0,2,1.0,1.0,15.0,164.66,18055.39,17,607,0.0,1.0,1.0,4.0,2,4
40.0,0,0.0,0.0,2,2.0,2.0,22.0,105.8,13453.83,17,697,0.0,1.0,1.0,0.0,2,4
30.0,0,2.0,2.0,2,1.0,2.0,4.0,1586.38,35294.51,6,693,1.0,0.0,1.0,0.0,7,4
29.0,0,1.0,2.0,1,0.0,1.0,14.0,893.47,20040.53,17,669,1.0,0.0,1.0,4.0,2,4
63.0,3,2.0,1.0,2,2.0,0.0,3.0,300.75,20869.84,15,638,1.0,0.0,1.0,4.0,2,4
48.0,2,4.0,0.0,0,2.0,1.0,13.0,317.02,43782.81,22,1617,1.0,0.0,1.0,4.0,7,3
23.0,0,1.0,1.0,2,2.0,2.0,11.0,32.98,30374.2,13,796,1.0,0.0,0.0,1.0,0,3
62.0,0,0.0,2.0,1,2.0,2.0,17.0,77.21,44228.98,16,667,1.0,0.0,0.0,1.0,3,4
25.0,0,4.0,0.0,1,1.0,0.0,3.0,223.24,81575.79,12,759,1.0,0.0,1.0,4.0,4,1
24.0,3,5.0,0.0,0,2.0,1.0,16.0,1155.39,20181.05,16,647,1.0,0.0,1.0,4.0,1,4
64.0,0,5.0,1.0,1,3.0,1.0,14.0,300.0,40339.11,7,997,1.0,0.0,1.0,3.0,3,3
50.0,0,0.0,0.0,1,1.0,0.0,19.0,33.82,10650.93,20,617,0.0,1.0,0.0,1.0,2,4
35.0,1,5.0,0.0,1,3.0,0.0,2.0,74.79,15536.07,28,705,0.0,1.0,0.0,1.0,0,4
63.0,0,5.0,0.0,0,1.0,0.0,18.0,1179.24,4726.67,28,717,0.0,1.0,0.0,1.0,1,3
46.0,1,1.0,2.0,2,1.0,0.0,8.0,69.82,24955.14,10,777,1.0,0.0,0.0,1.0,8,2
43.0,1,1.0,0.0,0,1.0,1.0,9.0,56.23,42427.69,20,799,1.0,0.0,1.0,4.0,4,1
52.0,1,4.0,2.0,1,1.0,2.0,13.0,614.06,13384.86,7,792,0.0,1.0,0.0,1.0,5,2
35.0,1,0.0,2.0,2,1.0,1.0,20.0,54.78,43612.01,29,660,1.0,0.0,1.0,0.0,7,4
58.0,1,1.0,0.0,2,2.0,0.0,17.0,133.81,22089.46,7,669,1.0,0.0,1.0,3.0,0,4
63.0,3,0.0,0.0,1,1.0,2.0,13.0,127.45,29283.11,27,704,1.0,0.0,1.0,4.0,7,4
41.0,0,4.0,2.0,0,2.0,2.0,19.0,187.78,43104.7,24,711,0.0,1.0,0.0,1.0,0,3
40.0,0,0.0,2.0,0,2.0,0.0,7.0,109.89,37677.58,9,250,1.0,0.0,0.0,1.0,2,5
55.0,1,4.0,0.0,2,2.0,1.0,10.0,73.18,54641.3,11,752,0.0,1.0,1.0,0.0,5,1
36.0,2,4.0,1.0,0,1.0,1.0,13.0,177.31,22894.44,17,759,1.0,0.0,0.0,1.0,4,1
28.0,3,5.0,2.0,2,3.0,2.0,23.0,296.42,21204.75,20,735,0.0,1.0,0.0,1.0,2,3
48.0,2,2.0,2.0,0,1.0,1.0,8.0,124.26,926.89,13,608,1.0,0.0,1.0,0.0,2,5
25.0,1,5.0,2.0,1,1.0,0.0,6.0,231.68,30147.31,8,727,1.0,0.0,0.0,1.0,2,3
57.0,0,3.0,2.0,2,0.0,0.0,3.0,428.97,44756.02,7,728,0.0,1.0,0.0,1.0,1,3
54.0,0,0.0,0.0,1,1.0,2.0,18.0,103.69,22225.96,18,614,0.0,1.0,0.0,1.0,0,5
50.0,3,5.0,2.0,0,2.0,0.0,13.16,39.96,43935.84,15,616,1.0,0.0,0.0,1.0,0,4
15.0,1,4.0,2.0,2,3.0,2.0,4.0,625.9,24009.88,5,722,1.0,1.0,0.0,1.0,7,3
31.0,1,2.0,1.0,0,2.0,1.0,12.0,460.12,5245.62,14,689,1.0,1.0,0.0,1.0,0,4
54.0,1,2.0,0.0,0,3.0,1.0,11.0,125.66,26959.63,15,524,1.0,0.0,0.0,1.0,2,5
49.0,1,2.0,0.0,2,2.0,1.0,12.0,218.11,49811.5,18,923,0.0,1.0,1.0,0.0,1,5
33.0,0,1.0,1.0,1,1.0,1.0,16.0,53.19,27439.57,17,1383,0.0,1.0,1.0,2.0,4,1
52.0,1,3.0,0.0,2,1.0,1.0,12.81,252.1,5118.56,9,714,1.0,0.0,0.0,1.0,1,3
37.0,0,0.0,2.0,2,2.0,0.0,7.0,1042.83,17486.97,25,533,0.0,1.0,0.0,1.0,1,5
41.0,1,5.0,0.0,0,3.0,0.0,13.02,228.97,36970.0,40,776,1.0,0.0,0.0,1.0,8,2
63.0,2,1.0,1.0,2,3.0,0.0,6.0,765.77,28095.17,24,638,1.0,1.0,0.0,1.0,3,4
28.0,3,0.0,2.0,1,0.0,2.0,12.48,303.73,7622.05,14,662,1.0,0.0,0.0,1.0,7,4
57.0,1,2.0,0.0,1,3.0,0.0,9.0,403.87,48058.41,5,188,0.0,1.0,1.0,2.0,3,4
45.0,1,0.0,0.0,2,2.0,0.0,15.0,32.79,18292.2,26,538,1.0,0.0,1.0,0.0,3,5
21.0,2,1.0,2.0,0,1.0,2.0,20.0,62.83,48832.94,14,713,1.0,0.0,1.0,0.0,7,3
56.0,3,2.0,1.0,1,2.0,0.0,12.0,148.21,38990.24,16,617,1.0,0.0,1.0,0.0,1,4
43.0,1,5.0,1.0,1,1.0,1.0,20.0,30.56,52581.84,19,782,1.0,0.0,1.0,4.0,6,2
28.0,0,5.0,2.0,2,0.0,0.0,7.0,898.31,11199.98,8,715,1.0,0.0,1.0,2.0,1,4
45.0,3,1.0,2.0,2,2.0,0.0,14.0,159.17,48040.07,13,679,0.0,1.0,0.0,1.0,2,4
53.0,1,2.0,0.0,0,3.0,0.0,20.0,84.31,18943.2,24,573,0.0,1.0,0.0,1.0,7,5
57.0,1,5.0,2.0,1,1.0,2.0,22.0,32.12,57118.98,12,787,1.0,0.0,1.0,3.0,5,2
58.0,0,5.0,2.0,1,1.0,2.0,21.0,61.43,32802.2,23,768,0.0,1.0,1.0,3.0,1,3
58.0,0,3.0,0.0,2,2.0,1.0,5.0,33.55,31480.06,15,240,1.0,0.0,0.0,1.0,5,2
37.0,1,2.0,2.0,0,2.0,1.0,5.0,32.03,2506.15,13,520,0.0,1.0,0.0,1.0,1,5
63.0,2,4.0,0.0,0,1.0,0.0,10.0,189.17,23833.23,26,1080,1.0,0.0,0.0,1.0,0,3
47.0,1,4.0,1.0,0,2.0,0.0,8.0,50.16,23564.58,14,724,0.0,1.0,1.0,0.0,2,3
24.0,0,4.0,2.0,1,2.0,0.0,21.0,166.58,8372.06,29,706,1.0,0.0,0.0,1.0,3,3
61.0,0,1.0,2.0,2,2.0,2.0,21.0,71.71,42744.08,28,648,0.0,1.0,0.0,1.0,1,4
32.0,0,4.0,2.0,0,3.0,0.0,23.0,421.29,9341.33,26,774,0.0,1.0,0.0,1.0,7,3
10.0,0,4.0,2.0,1,2.0,0.0,12.88,218.08,43692.12,26,732,1.0,0.0,1.0,4.0,0,3
20.0,1,2.0,0.0,1,1.0,1.0,8.0,354.0,43566.75,13,654,1.0,1.0,0.0,1.0,3,4
13.0,1,1.0,1.0,1,1.0,1.0,16.0,33.01,26943.48,15,763,0.0,1.0,0.0,1.0,3,3
61.0,1,5.0,0.0,0,2.0,1.0,11.0,1272.74,14999.8,45,1162,0.0,1.0,1.0,4.0,4,2
36.0,2,2.0,0.0,0,1.0,2.0,24.0,149.75,11870.37,25,605,0.0,1.0,1.0,0.0,0,5
47.0,1,0.0,0.0,0,1.0,0.0,16.0,32.98,14302.96,10,688,1.0,0.0,1.0,3.0,0,4
64.0,1,3.0,0.0,2,2.0,0.0,24.0,84.35,38406.73,15,716,0.0,1.0,1.0,0.0,0,3
11.0,3,0.0,1.0,0,2.0,0.0,21.0,76.53,23949.67,22,654,1.0,0.0,0.0,1.0,2,4
46.0,0,1.0,2.0,1,1.0,1.0,5.0,117.34,29541.13,16,407,0.0,1.0,1.0,2.0,3,4
20.0,1,3.0,1.0,1,1.0,0.0,8.0,44.75,52583.63,8,769,1.0,0.0,0.0,1.0,5,2
60.0,3,2.0,0.0,0,2.0,0.0,13.0,123.42,43726.06,12,579,1.0,0.0,0.0,1.0,3,5
43.0,1,4.0,0.0,0,1.0,1.0,14.0,128.05,47791.58,22,1014,1.0,0.0,0.0,1.0,1,3
27.0,1,1.0,0.0,1,1.0,2.0,22.0,43.06,80419.48,3,777,0.0,1.0,1.0,2.0,4,1
58.0,1,3.0,0.0,1,1.0,1.0,16.0,157.17,1239.65,7,785,1.0,0.0,1.0,0.0,7,3
10.0,0,2.0,0.0,2,2.0,1.0,18.0,49.04,25579.93,22,677,0.0,1.0,1.0,3.0,0,4
38.0,3,0.0,2.0,1,1.0,2.0,17.0,272.79,23371.87,12,693,1.0,1.0,1.0,3.0,2,4
48.0,0,5.0,2.0,2,2.0,1.0,21.0,52.62,19861.35,20,697,1.0,0.0,1.0,2.0,7,4
59.0,3,5.0,2.0,0,3.0,2.0,6.0,419.8,24231.94,14,1296,0.0,1.0,1.0,4.0,8,2
64.0,1,1.0,1.0,1,3.0,0.0,14.0,292.15,11347.52,11,712,1.0,0.0,1.0,3.0,1,4
58.0,1,1.0,0.0,0,0.0,0.0,13.0,302.99,20743.44,17,697,0.0,1.0,0.0,1.0,0,4
43.0,0,3.0,2.0,2,3.0,0.0,12.0,196.83,2406.84,23,741,0.0,1.0,0.0,1.0,3,3
52.0,0,0.0,0.0,0,3.0,1.0,22.0,104.17,13497.83,17,670,1.0,0.0,0.0,1.0,3,4
51.0,1,0.0,2.0,1,1.0,0.0,25.0,84.48,28100.41,10,691,1.0,0.0,0.0,1.0,0,4
57.0,1,1.0,1.0,0,0.0,1.0,17.0,847.69,38944.27,16,1159,1.0,1.0,1.0,2.0,7,4
37.0,3,5.0,0.0,1,2.0,0.0,15.0,225.88,24765.39,15,728,1.0,1.0,0.0,1.0,3,3
42.0,1,0.0,0.0,0,2.0,1.0,14.0,110.94,33068.48,29,661,0.0,1.0,0.0,1.0,7,3
59.0,1,0.0,2.0,0,2.0,2.0,5.0,139.96,27970.58,52,629,0.0,1.0,1.0,0.0,0,5
35.0,3,0.0,2.0,1,1.0,1.0,9.0,509.35,46037.52,9,650,0.0,1.0,0.0,1.0,1,5
55.0,3,4.0,2.0,0,2.0,1.0,8.0,147.88,41643.77,15,724,0.0,1.0,1.0,2.0,3,3
61.0,1,1.0,1.0,1,0.0,1.0,9.0,1554.1,87596.07,6,800,1.0,1.0,1.0,0.0,4,1
42.0,0,2.0,0.0,0,2.0,0.0,6.0,1286.56,41610.48,7,859,0.0,1.0,0.0,1.0,0,5
24.0,1,4.0,0.0,1,1.0,1.0,10.0,378.82,10456.7,2,509,1.0,1.0,1.0,2.0,5,2
52.0,1,1.0,2.0,2,2.0,0.0,1.0,160.23,33109.53,9,649,0.0,1.0,0.0,1.0,1,4
59.0,2,2.0,2.0,2,2.0,2.0,13.13,83.71,21096.03,17,659,1.0,0.0,1.0,2.0,3,4
14.0,1,0.0,2.0,0,0.0,0.0,20.0,251.32,41507.11,19,1074,0.0,1.0,1.0,4.0,0,5
46.0,1,1.0,1.0,2,0.0,1.0,15.0,306.26,11696.09,14,628,1.0,0.0,1.0,2.0,7,4
37.0,2,3.0,0.0,0,3.0,1.0,10.0,31.84,5968.15,14,719,1.0,0.0,0.0,1.0,3,3
56.0,0,0.0,2.0,0,2.0,0.0,15.0,33.58,7885.59,21,696,1.0,0.0,1.0,0.0,3,4
54.0,0,2.0,2.0,2,2.0,1.0,19.0,50.45,17010.33,12,615,1.0,0.0,1.0,0.0,0,4
13.0,0,5.0,0.0,1,2.0,2.0,24.0,101.46,28933.13,7,787,0.0,1.0,0.0,1.0,2,3
21.0,0,1.0,0.0,0,2.0,0.0,13.3,34.38,39294.11,6,720,0.0,1.0,1.0,2.0,3,3
40.0,0,2.0,0.0,0,2.0,2.0,21.0,30.56,44355.4,29,943,0.0,1.0,0.0,1.0,7,4
13.0,1,4.0,0.0,2,2.0,2.0,22.0,1274.0,20499.67,8,764,0.0,1.0,0.0,1.0,2,3
63.0,2,2.0,2.0,1,2.0,0.0,21.0,548.31,30634.31,16,1082,0.0,1.0,1.0,0.0,7,4
36.0,3,1.0,0.0,1,3.0,0.0,21.0,426.93,29776.14,11,763,0.0,1.0,0.0,1.0,4,1
32.0,3,5.0,0.0,0,1.0,1.0,12.0,274.08,16946.88,15,692,0.0,1.0,0.0,1.0,2,4
34.0,1,0.0,0.0,2,1.0,0.0,10.0,60.84,30244.06,19,566,1.0,0.0,1.0,4.0,2,5
42.0,0,5.0,2.0,0,1.0,0.0,14.0,262.56,68019.36,16,741,1.0,0.0,0.0,1.0,6,2
42.0,1,1.0,1.0,0,2.0,0.0,5.0,153.34,1010.54,18,776,0.0,1.0,1.0,3.0,3,3
38.0,0,0.0,2.0,0,1.0,2.0,7.0,376.11,31540.34,26,459,0.0,1.0,0.0,1.0,0,4
33.0,1,0.0,0.0,2,1.0,2.0,13.0,192.69,26498.53,16,608,0.0,1.0,0.0,1.0,2,5
20.0,1,2.0,0.0,2,3.0,2.0,7.0,485.38,7592.66,19,770,0.0,1.0,0.0,1.0,0,5
42.0,0,3.0,2.0,1,1.0,1.0,10.0,418.02,73364.65,10,709,0.0,1.0,1.0,2.0,6,2
27.0,0,0.0,2.0,1,2.0,2.0,13.0,598.56,23215.69,29,544,1.0,1.0,1.0,0.0,7,5
13.0,2,1.0,0.0,2,1.0,1.0,11.0,30.28,26297.82,21,797,1.0,0.0,1.0,0.0,2,3
58.0,0,2.0,2.0,2,2.0,0.0,13.0,118.07,35651.85,21,688,1.0,0.0,0.0,1.0,1,4
41.0,1,3.0,0.0,2,1.0,0.0,19.0,52.98,15100.81,1,728,1.0,0.0,1.0,0.0,8,2
39.0,1,5.0,2.0,2,1.0,1.0,12.0,296.88,25008.06,24,761,1.0,1.0,0.0,1.0,1,3
36.0,0,5.0,2.0,0,0.0,1.0,5.0,893.03,7701.75,9,974,1.0,0.0,1.0,3.0,7,4
19.0,0,2.0,1.0,2,1.0,2.0,3.0,31.62,21480.89,11,617,1.0,0.0,1.0,0.0,1,5
58.0,0,4.0,0.0,1,1.0,0.0,9.0,63.01,90761.61,7,817,0.0,1.0,0.0,1.0,4,1
43.0,1,1.0,0.0,0,2.0,2.0,14.0,34.69,12421.9,14,650,0.0,1.0,0.0,1.0,1,4
60.0,0,1.0,2.0,1,1.0,1.0,5.0,32.0,29702.41,27,675,1.0,0.0,1.0,0.0,7,4
11.0,3,5.0,0.0,1,3.0,0.0,12.0,241.57,24961.71,4,791,1.0,0.0,0.0,1.0,8,2
42.0,1,0.0,0.0,2,1.0,0.0,9.0,165.27,3763.96,23,681,0.0,1.0,0.0,1.0,0,4
16.0,1,1.0,0.0,1,3.0,2.0,12.0,36.35,48078.41,16,940,0.0,1.0,1.0,0.0,2,4
17.0,0,2.0,1.0,0,2.0,1.0,9.0,125.02,10375.26,24,548,1.0,0.0,1.0,3.0,7,5
44.0,1,4.0,2.0,1,2.0,2.0,16.0,42.04,23815.91,21,1334,0.0,1.0,1.0,0.0,3,3
59.0,1,0.0,2.0,1,0.0,1.0,16.0,542.08,26355.71,16,637,1.0,1.0,1.0,0.0,2,4
47.0,0,5.0,1.0,0,2.0,0.0,19.0,549.89,20306.5,11,799,0.0,1.0,0.0,1.0,8,2
11.0,0,1.0,2.0,2,3.0,0.0,9.0,88.26,26816.03,6,719,0.0,1.0,1.0,0.0,0,3
11.0,0,5.0,0.0,2,2.0,2.0,13.0,47.06,5620.13,18,628,1.0,0.0,0.0,1.0,2,4
20.0,0,3.0,0.0,2,2.0,2.0,10.0,76.53,25308.37,8,747,1.0,0.0,1.0,3.0,1,3
54.0,3,1.0,2.0,0,2.0,2.0,5.0,77.59,16497.32,12,619,0.0,1.0,1.0,4.0,1,4
60.0,1,5.0,2.0,0,1.0,0.0,10.0,34.17,39976.89,21,639,1.0,0.0,1.0,2.0,0,4
20.0,0,0.0,0.0,0,2.0,0.0,15.0,128.59,34138.76,9,668,0.0,1.0,0.0,1.0,0,4
46.0,2,0.0,0.0,1,2.0,0.0,6.0,841.84,3858.16,26,635,0.0,1.0,0.0,1.0,7,5
58.0,1,1.0,2.0,0,1.0,1.0,18.0,225.27,47775.96,27,604,1.0,0.0,0.0,1.0,3,4
40.0,1,0.0,2.0,1,2.0,0.0,18.0,64.82,30127.22,25,925,1.0,0.0,0.0,1.0,2,5
